property_type,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,state,lat,lon
apartment,67191.19,0.0,100.0,Distrito Federal,19.3340701,-99.0712814
apartment,380000.0,194.0,194.0,Quintana Roo,20.6367803837,-87.0686781406
apartment,276604.03,0.0,0.0,Distrito Federal,19.394358,-99.177444
house,342543.35,500.0,320.0,Distrito Federal,19.5037607,-99.1326011
apartment,75783.82,82.0,70.0,Distrito Federal,19.512787,-99.141393
house,94572.23,160.0,0.0,Quintana Roo,21.139271,-86.859673
house,447941.31,620.0,450.0,Quintana Roo,21.1079429417,-86.8517813087
apartment,590000.0,6090.0,330.0,Quintana Roo,21.161908,-86.8515279
house,349000.0,336.0,211.0,Quintana Roo,20.6127599762,-87.0955448467
apartment,134840.87,97.0,97.0,Quintana Roo,21.1091715377,-86.8412737548
house,632387.73,800.0,680.0,Quintana Roo,21.0713157,-86.852814
house,471655.85,3150.0,540.0,Distrito Federal,19.2466495,-99.1906668
house,447941.31,371.0,373.0,Distrito Federal,19.2782129052,-99.1407001019
apartment,22396.9,0.0,51.0,Distrito Federal,19.3513303772,-99.0816683695
apartment,1200000.0,450.0,400.0,Distrito Federal,19.4344798,-99.1995969
house,1844464.23,1287.0,800.0,Distrito Federal,19.4107308,-99.2397431
apartment,34254.33,60.0,60.0,Distrito Federal,19.524143,-99.160149
apartment,679816.81,0.0,223.0,Distrito Federal,19.376822,-99.174675
house,137017.34,0.0,0.0,Quintana Roo,21.149204,-86.833328
house,869533.13,927.0,491.0,Distrito Federal,19.382275,-99.270241
house,270000.0,0.0,160.0,Quintana Roo,20.621372202,-87.0838422765
house,192351.27,250.0,248.0,Quintana Roo,20.613375,-87.089897
apartment,52698.97,98.0,98.0,Quintana Roo,21.082655,-86.857162
apartment,1400000.0,280.0,280.0,Distrito Federal,19.4282002,-99.1862648
apartment,175972.85,0.0,86.0,Distrito Federal,19.367424,-99.185753
apartment,242415.29,88.0,88.0,Distrito Federal,19.3872626,-99.1754024
house,69878.84,168.0,130.0,Distrito Federal,19.2790911,-99.2114234
house,450000.0,178.0,178.0,Quintana Roo,21.129547,-86.817017
house,61657.8,180.0,160.0,Quintana Roo,21.1466325733,-86.8464303017
house,432131.62,632.0,420.0,Quintana Roo,21.1221503225,-86.8341819538
house,99601.06,0.0,0.0,Quintana Roo,21.1902642,-86.8198375
apartment,119229.96,0.0,62.0,Distrito Federal,19.4306069,-99.0949899
house,695626.51,395.0,764.0,Distrito Federal,19.401079,-99.24807
house,2500000.0,3000.0,800.0,Quintana Roo,20.889977131,-86.8614721298
house,916962.22,304.0,678.0,Distrito Federal,19.355921,-99.180214
house,329000.0,290.0,213.0,Quintana Roo,20.6761035602,-87.0422905684
house,2107959.12,1000.0,1500.0,Distrito Federal,19.3605334,-99.2267067
house,1685967.48,647.0,557.0,Distrito Federal,19.321035,-99.2047356
apartment,260000.0,250.0,110.0,Quintana Roo,20.632658742,-87.0733720064
apartment,104238.57,0.0,105.0,Quintana Roo,21.143755,-86.8612012
apartment,228450.07,179.0,179.0,Quintana Roo,21.129547,-86.817017
house,216856.29,260.0,236.0,Quintana Roo,21.1114360311,-86.8470686674
house,980000.0,741.0,698.0,Distrito Federal,19.401079,-99.24807
apartment,238000.0,0.0,115.0,Quintana Roo,20.2035076138,-87.45647192
house,92223.21,110.0,161.0,Quintana Roo,21.129547,-86.817017
apartment,167582.75,100.0,100.0,Distrito Federal,19.3404477,-99.1297322
house,81683.41,200.0,170.0,Quintana Roo,21.1536213,-86.840701
store,237089.17,467.0,645.0,Distrito Federal,19.3437444,-99.1561883
apartment,292229.0,0.0,331.0,Quintana Roo,21.11058929,-86.8537387843
house,289844.37,932.0,280.0,Distrito Federal,19.1999418,-99.1483827
house,1686367.3,1000.0,1110.0,Distrito Federal,19.4010793,-99.2480728
apartment,424302.13,0.0,180.0,Distrito Federal,19.3627981,-99.2650096
house,136490.35,120.0,207.0,Quintana Roo,21.129547,-86.817017
apartment,420000.0,6090.0,224.0,Quintana Roo,21.1706119,-86.8138431
apartment,150000.0,1000.0,0.0,Quintana Roo,20.6313202,-87.0948868
apartment,142287.24,0.0,64.0,Distrito Federal,19.392937,-99.263313
apartment,201837.08,0.0,84.0,Distrito Federal,19.367424,-99.185753
apartment,358268.08,200.0,0.0,Distrito Federal,19.3900391,-99.2550479
apartment,53399.87,0.0,60.0,Distrito Federal,19.2990233,-99.0436467
apartment,42159.18,61.0,61.0,Distrito Federal,19.4301421,-99.109777
apartment,298776.85,0.0,94.0,Distrito Federal,19.361269,-99.1719297
house,6000000.0,0.0,0.0,Quintana Roo,20.6338485574,-87.0672297478
apartment,255000.0,160.0,60.0,Solidaridad,20.6205688864,-87.0783920284
house,181811.47,189.0,250.0,Quintana Roo,21.1027119116,-86.8629654497
apartment,475000.0,275.0,275.0,Distrito Federal,19.392937,-99.263313
apartment,259584.62,78.0,78.0,Distrito Federal,19.417364,-99.159454
house,76413.51,121.0,168.0,Quintana Roo,21.1456272,-86.8466999
apartment,800000.0,305.0,0.0,Distrito Federal,19.3850122,-99.2539646
house,99864.56,117.0,144.0,Quintana Roo,21.1983978,-86.826621
house,295000.0,0.0,130.0,Quintana Roo,20.1951503595,-87.4699687958
apartment,117089.64,0.0,61.0,Distrito Federal,19.4306069,-99.0949899
apartment,421591.82,140.0,140.0,Distrito Federal,19.4158245484,-99.1765344143
house,450000.0,2800.0,520.0,Quintana Roo,21.139641,-86.879738
apartment,1840298.38,0.0,426.0,Distrito Federal,19.3782794,-99.2768399
house,510000.0,300.0,540.0,Quintana Roo,21.1295466,-86.8170132
apartment,240000.0,91.0,91.0,Quintana Roo,20.6369485603,-87.064100951
apartment,558609.16,0.0,236.0,Distrito Federal,19.390415,-99.254997
apartment,153163.3,0.0,60.0,Distrito Federal,19.3736979,-99.1933122
house,447941.31,10.0,0.0,Quintana Roo,21.139271,-86.859673
apartment,159000.0,0.0,0.0,Solidaridad,20.6350222984,-87.0685000416
house,384702.54,630.0,420.0,Quintana Roo,21.139086,-86.84964
house,2000000.0,640.0,630.0,Distrito Federal,19.271481,-99.175369
apartment,43213.16,80.0,80.0,Distrito Federal,19.381259203,-99.1038592905
apartment,79566.6,0.0,117.0,Distrito Federal,19.2990233,-99.0436467
house,305654.07,285.0,512.0,Distrito Federal,19.3439785,-99.1248628
apartment,285000.0,0.0,180.0,Quintana Roo,20.6314990395,-87.0707702637
house,134382.39,279.0,160.0,Distrito Federal,19.2686525172,-99.1396057606
house,113275.94,110.0,150.0,Quintana Roo,21.139641,-86.879738
house,1106678.54,870.0,800.0,Distrito Federal,19.4468279,-99.1594532
house,92201.34,150.0,120.0,Quintana Roo,20.6194263236,-87.1027529253
apartment,376708.35,117.0,117.0,Distrito Federal,19.417364,-99.159454
apartment,197574.31,0.0,147.0,Quintana Roo,21.129547,-86.817017
house,147557.13,160.0,220.0,Quintana Roo,21.082655,-86.857162
house,453211.21,211.0,300.0,Distrito Federal,19.2976171,-99.1575957
apartment,13171.62,70.0,70.0,Quintana Roo,21.196655,-86.823288
apartment,310000.0,156.0,52.0,Quintana Roo,20.626583,-87.078659
house,760000.0,500.0,480.0,Distrito Federal,19.4037619,-99.2513326
apartment,92201.34,77.0,77.0,Distrito Federal,19.4526892,-99.1179867
house,34254.33,0.0,0.0,Quintana Roo,21.15638,-86.859047
house,450000.0,11.0,1.0,Quintana Roo,21.129547,-86.817017
house,245050.24,200.0,238.0,Distrito Federal,19.3633984,-99.2178363
apartment,350000.0,140.0,140.0,Quintana Roo,21.1219027969,-86.7695245746
apartment,1053979.56,390.0,271.0,Distrito Federal,19.3935344356,-99.2650692265
apartment,7823.94,49.0,49.0,Distrito Federal,19.2833321409,-99.0550169349
apartment,187037.01,0.0,100.0,Distrito Federal,19.33923,-99.218987
apartment,124231.33,83.0,79.0,Distrito Federal,19.3638234,-99.1444714
apartment,1364000.0,200.0,200.0,Distrito Federal,19.4332386,-99.1933503
house,737785.69,302.0,484.0,Distrito Federal,19.3251419,-99.2229219
house,62290.19,121.0,187.0,Distrito Federal,19.428152,-99.106194
apartment,63238.77,82.0,82.0,Distrito Federal,19.378786,-99.208595
apartment,26343.24,41.0,41.0,Distrito Federal,19.380644,-99.179176
apartment,233950.0,59.0,59.0,Quintana Roo,20.626583,-87.078659
apartment,45000.0,72.0,72.0,Quintana Roo,20.5057520556,-86.9545635581
apartment,110000.0,46.0,46.0,Quintana Roo,21.0469806,-86.7826767
house,135430.6,265.0,250.0,Distrito Federal,19.362488,-99.108269
apartment,17917.65,0.0,180.0,Quintana Roo,20.5138888,-87.2394444
house,28984.43,0.0,40.0,Distrito Federal,19.399689,-99.188522
store,94858.16,307.0,155.0,Quintana Roo,21.183158,-86.843106
house,216065.81,0.0,350.0,Quintana Roo,21.139086,-86.84964
house,395242.33,422.0,191.0,Distrito Federal,19.2998407,-99.1927294
house,41105.2,160.0,58.0,Zacatecas,23.634501,-102.552788
house,86953.31,202.0,170.0,Distrito Federal,19.3116278,-99.0477689
apartment,266129.83,103.0,0.0,Distrito Federal,19.382275,-99.270241
apartment,94858.16,0.0,71.0,Distrito Federal,19.3246591,-99.140855
apartment,398000.0,310.0,310.0,Quintana Roo,21.170027,-86.819778
house,58093.5,3300.0,98.0,Distrito Federal,19.4356397539,-99.1176906602
house,6500000.0,1153.0,1293.0,Distrito Federal,19.390415,-99.254997
apartment,152827.03,0.0,78.0,Distrito Federal,19.3499358,-99.2906864
apartment,592358.0,165.0,165.0,Distrito Federal,19.392937,-99.263313
house,254417.11,180.0,230.0,Distrito Federal,19.4731507,-99.1872093
apartment,447835.11,200.0,200.0,Distrito Federal,19.396593,-99.133163
apartment,67981.68,63.0,63.0,Distrito Federal,19.392349,-99.07093
apartment,255590.04,113.0,0.0,Distrito Federal,19.394073,-99.153915
apartment,461643.04,0.0,192.0,Quintana Roo,21.1637632294,-86.8070280868
house,118572.7,229.0,300.0,Distrito Federal,19.4392246682,-99.1584244743
apartment,435540.0,240.0,240.0,Quintana Roo,20.209438,-87.467918
house,287209.43,177.0,391.0,Distrito Federal,19.31782,-99.132469
house,658737.22,300.0,356.0,Distrito Federal,19.353813,-99.163605
apartment,31085.02,0.0,50.0,Distrito Federal,19.3029619922,-99.0406322479
house,35308.31,148.0,100.0,Quintana Roo,21.139641,-86.879738
house,119000.0,0.0,120.0,Quintana Roo,21.1855951,-86.8253327
apartment,26556.62,57.0,57.0,Distrito Federal,19.369418,-99.007392
apartment,28984.43,0.0,92.0,Distrito Federal,19.399689,-99.188522
apartment,114818.32,0.0,60.0,Distrito Federal,19.4306069,-99.0949899
house,316193.86,511.0,450.0,Quintana Roo,21.1088087151,-86.8530794978
apartment,21079.59,40.0,40.0,Distrito Federal,19.3948036,-99.0976808
store,94000.0,0.0,38.0,Quintana Roo,20.614861401,-87.0930056625
apartment,215000.0,119.0,119.0,Quintana Roo,20.5138888,-87.2394444
house,439000.0,0.0,220.0,Quintana Roo,20.6485929,-87.0599282
apartment,250000.0,0.0,124.0,Quintana Roo,21.1295466,-86.8170132
house,106690.12,155.0,120.0,Distrito Federal,19.3451338989,-99.2793830484
apartment,39260.73,21.0,52.0,Distrito Federal,19.4445021981,-99.1660007089
apartment,362305.47,0.0,116.0,Distrito Federal,19.4157341697,-99.155623791
apartment,1100000.0,420.0,420.0,Distrito Federal,19.401079,-99.24807
house,308289.02,300.0,302.0,Quintana Roo,21.1109255848,-86.8388557434
apartment,152827.03,0.0,120.0,Distrito Federal,19.359984,-99.1580693
apartment,365000.0,175.0,175.0,Quintana Roo,20.503029,-87.222649
apartment,199000.0,62.0,52.0,Quintana Roo,20.6323624968,-87.0735168534
apartment,420000.0,0.0,239.0,Quintana Roo,21.1130054,-86.767053
apartment,750000.0,280.0,280.0,Distrito Federal,19.361719,-99.283409
house,700000.0,240.0,400.0,Distrito Federal,19.3981537,-99.2384775
house,252955.09,283.0,289.0,Quintana Roo,21.1136543,-86.8414847
apartment,342462.14,0.0,230.0,Solidaridad,20.6295586,-87.0738851
apartment,437401.51,230.0,230.0,Distrito Federal,19.381729,-99.164986
house,63238.77,104.0,75.0,Distrito Federal,19.4731247,-99.0817321
apartment,611308.14,247.0,247.0,Distrito Federal,19.430456,-99.1889121
apartment,325000.0,220.0,181.0,Quintana Roo,20.2016654,-87.4605774
apartment,222600.39,115.0,115.0,Distrito Federal,19.3023717,-99.167894
apartment,546119.51,241.0,241.0,Distrito Federal,19.3564335,-99.1988448
house,669277.02,400.0,430.0,Distrito Federal,19.305704,-99.182983
apartment,123813.23,0.0,69.0,Distrito Federal,19.3814504,-99.1919122
apartment,1001280.58,0.0,300.0,Distrito Federal,19.4370357,-99.2117591
apartment,249000.0,0.0,178.0,Quintana Roo,20.1997998,-87.454707
house,56914.89,80.0,90.0,Quintana Roo,21.1263792,-86.8353838
house,147522.15,200.0,160.0,Quintana Roo,21.1166981,-86.8423014
house,463156.82,133.0,319.0,Distrito Federal,19.3109757,-99.2426849
apartment,102763.0,0.0,65.0,Distrito Federal,19.3697678418,-99.1392753126
apartment,1000000.0,0.0,256.0,Quintana Roo,21.129547,-86.817017
apartment,168636.73,0.0,80.0,Distrito Federal,19.3033001,-99.2310901
apartment,1200000.0,553.0,553.0,Distrito Federal,19.390415,-99.254997
house,442671.41,147.0,270.0,Distrito Federal,19.3538129,-99.1636051
apartment,165105.89,0.0,74.0,Distrito Federal,19.3807458,-99.1553016
apartment,303783.2,0.0,122.0,Distrito Federal,19.394358,-99.177444
house,28977.56,0.0,0.0,Distrito Federal,19.399689,-99.188522
apartment,286500.0,0.0,0.0,Solidaridad,20.626583,-87.078659
house,289844.37,406.0,326.0,Distrito Federal,19.318155,-99.220718
apartment,118309.2,77.0,77.0,Distrito Federal,19.3723335,-99.1905974
apartment,200256.11,0.0,108.0,Distrito Federal,19.394073,-99.153915
house,1500000.0,500.0,500.0,Quintana Roo,20.6138413521,-87.0809921622
apartment,131716.2,0.0,180.0,Quintana Roo,21.149204,-86.833328
apartment,8693.26,49.0,49.0,Distrito Federal,19.2833726485,-99.0550169349
house,268701.06,252.0,300.0,Distrito Federal,19.365175,-99.230064
apartment,240092.3,221.0,126.0,Benito Juárez,21.0505319674,-86.853179874
apartment,370000.0,216.0,216.0,Quintana Roo,21.1697254482,-86.8195867538
apartment,49638.57,0.0,84.0,Distrito Federal,19.2672863,-99.1659764
apartment,420000.0,200.0,200.0,Quintana Roo,21.129547,-86.817017
house,390000.0,410.0,268.0,Quintana Roo,20.6162363305,-87.0870351791
house,84318.36,108.0,120.0,Quintana Roo,21.1471041,-86.8315128
house,24132.51,37.0,57.0,Distrito Federal,19.354885,-99.0994268
apartment,168636.73,0.0,78.0,Distrito Federal,19.3499358,-99.2906864
apartment,97469.99,0.0,0.0,Quintana Roo,21.143755,-86.8612012
apartment,165962.42,3142.0,170.0,Quintana Roo,21.129547,-86.817017
apartment,187000.0,0.0,66.0,Quintana Roo,20.626583,-87.078659
house,73761.07,122.0,150.0,Quintana Roo,21.129547,-86.817017
house,938041.81,684.0,1028.0,Distrito Federal,19.3605334,-99.2267067
apartment,15148.04,43.0,43.0,Distrito Federal,19.304676,-99.042382
apartment,151073.1,0.0,63.0,Distrito Federal,19.4306069,-99.0949899
apartment,116728.23,0.0,65.0,Distrito Federal,19.39365,-99.14769
apartment,590228.55,0.0,240.0,Distrito Federal,19.390415,-99.254997
apartment,247158.2,126.0,126.0,Distrito Federal,19.331932,-99.246689
apartment,395242.33,162.0,162.0,Distrito Federal,19.4348398,-99.1521771
apartment,395000.0,252.0,252.0,Quintana Roo,21.1665638983,-86.8137559903
apartment,174291.33,0.0,83.0,Distrito Federal,19.3908165,-99.1466355
apartment,340000.0,0.0,140.0,Quintana Roo,21.1158338041,-86.7654833795
house,197621.16,160.0,243.0,Quintana Roo,21.161908,-86.8515279
apartment,500000.0,0.0,230.0,Quintana Roo,21.129547,-86.817017
apartment,1400000.0,280.0,280.0,Distrito Federal,19.4318149,-99.1940586
apartment,280977.01,230.0,115.0,Distrito Federal,19.381729,-99.164986
house,855000.0,505.0,550.0,Distrito Federal,19.4034814,-99.2456791
apartment,94436.56,0.0,58.0,Distrito Federal,19.343979,-99.124863
apartment,579688.75,0.0,180.0,Distrito Federal,19.4336444,-99.1901467
house,150192.08,189.0,105.0,Distrito Federal,19.47517,-99.152534
apartment,29212.28,56.0,56.0,Distrito Federal,19.342083,-99.0532159
apartment,86383.21,0.0,126.0,Distrito Federal,19.2990233,-99.0436467
apartment,199000.0,64.0,54.0,Quintana Roo,20.6325179952,-87.0732887503
house,303019.12,527.0,474.0,Distrito Federal,19.2536688,-99.1726141
apartment,221283.23,0.0,138.0,Distrito Federal,19.382727579,-99.1582889556
apartment,71126.75,0.0,69.0,Distrito Federal,19.4752953603,-99.1893056412
apartment,53399.87,0.0,60.0,Distrito Federal,19.2990233,-99.0436467
apartment,950000.0,240.0,240.0,Distrito Federal,19.430456,-99.1889121
apartment,258224.99,97.0,97.0,Distrito Federal,19.4195256,-99.162549
apartment,210795.91,135.0,120.0,Distrito Federal,19.380747,-99.155304
house,398140.78,0.0,180.0,Distrito Federal,19.3935143,-99.1649891
store,112802.58,139.0,139.0,Quintana Roo,21.129547,-86.817017
house,379432.64,460.0,600.0,Quintana Roo,21.161908,-86.8515279
apartment,89588.26,103.0,0.0,Quintana Roo,21.161908,-86.8515279
house,632387.73,297.0,340.0,Distrito Federal,19.40403,-99.233528
house,507912.75,226.0,226.0,Quintana Roo,21.129547,-86.817017
house,121178.91,121.0,300.0,Distrito Federal,19.358065,-99.093647
store,57955.13,0.0,0.0,Zacatecas,22.3539588,-102.8841199
house,390000.0,80.0,80.0,Quintana Roo,20.6303744711,-87.0694720745
apartment,319178.93,168.0,168.0,Quintana Roo,21.1714531417,-86.8190298602
apartment,368805.38,106.0,106.0,Distrito Federal,19.4374999,-99.1873839
apartment,590000.0,0.0,185.0,Quintana Roo,21.1347621,-86.7461357
apartment,451100.0,208.0,113.0,Quintana Roo,20.626583,-87.078659
apartment,360700.0,105.0,69.0,Quintana Roo,20.626583,-87.078659
house,115937.75,110.0,182.0,Quintana Roo,21.0939597521,-86.8690386415
apartment,658737.22,0.0,258.0,Distrito Federal,19.3605334,-99.2267067
house,57955.13,360.0,150.0,Quintana Roo,20.4996792265,-86.9429984902
house,1580969.34,773.0,515.0,Distrito Federal,19.4064039,-99.1873154
house,175000.0,300.0,173.0,Quintana Roo,20.4310062,-86.9080654
apartment,144387.3,87.0,87.0,Distrito Federal,19.3358468,-99.1479328
apartment,184446.42,115.0,115.0,Distrito Federal,19.3797151,-99.1677132
apartment,105134.46,80.0,80.0,Distrito Federal,19.4068945,-99.1237906
house,63238.77,140.0,100.0,Quintana Roo,21.196472,-86.820439
apartment,128000.0,0.0,0.0,Solidaridad,20.620914,-87.075059
apartment,2000000.0,0.0,450.0,Distrito Federal,19.400524,-99.230064
apartment,38370.12,61.0,61.0,Distrito Federal,19.4597505,-99.2067717
apartment,57955.13,74.0,74.0,Quintana Roo,20.6534856714,-87.0873141276
apartment,73778.56,35.0,35.0,Distrito Federal,19.4535397,-99.1826636
apartment,189663.62,156.0,156.0,Distrito Federal,19.430132,-99.169144
apartment,48483.05,0.0,49.0,Distrito Federal,19.413992,-99.138695
apartment,632387.73,0.0,260.0,Distrito Federal,19.3894263,-99.2651278
apartment,550000.0,350.0,350.0,Quintana Roo,21.161908,-86.8515279
house,86932.69,180.0,147.0,Quintana Roo,21.129547,-86.817017
apartment,19688.33,0.0,0.0,Distrito Federal,19.283388,-99.055038
house,97493.1,155.0,170.0,Distrito Federal,19.343191,-99.02256
apartment,1850000.0,0.0,372.0,Quintana Roo,21.1347621,-86.7461357
apartment,267463.12,0.0,98.0,Distrito Federal,19.387764,-99.176758
house,10000000.0,4500.0,4500.0,Distrito Federal,19.395209,-99.230157
apartment,237145.4,0.0,150.0,Quintana Roo,21.1902642,-86.8198375
house,405000.0,150.0,150.0,Solidaridad,20.6322881778,-87.0662405156
house,76413.51,1088.0,59.0,Distrito Federal,19.3614551,-99.0061546
house,147522.15,150.0,350.0,Distrito Federal,19.4822222,-99.1125
apartment,39514.86,0.0,42.0,Distrito Federal,19.4193702,-99.1119615
house,189716.32,219.0,235.0,Quintana Roo,21.139086,-86.84964
apartment,231612.0,0.0,100.0,Distrito Federal,19.33923,-99.218987
apartment,144922.18,0.0,64.0,Distrito Federal,19.392937,-99.263313
apartment,160000.0,0.0,125.0,Quintana Roo,21.1394428301,-86.8321689963
apartment,190770.3,68.0,68.0,Distrito Federal,19.3872626,-99.1754024
apartment,219199.0,143.0,143.0,Quintana Roo,20.2114185,-87.4653502
apartment,311176.92,88.0,88.0,Distrito Federal,19.3582744,-99.2723517
apartment,1450000.0,0.0,447.0,Distrito Federal,19.401079,-99.24807
house,416321.92,0.0,260.0,Distrito Federal,19.364737,-99.282021
apartment,39524.23,0.0,0.0,Distrito Federal,19.455664,-99.203056
apartment,621847.94,0.0,241.0,Distrito Federal,19.3631419,-99.2880597
house,68492.42,126.0,100.0,Quintana Roo,21.1773904,-86.81798
house,435000.0,312.0,110.0,Quintana Roo,20.6171200028,-87.0826148987
apartment,165000.0,220.0,220.0,Quintana Roo,20.633865501,-87.0771012828
apartment,445200.78,0.0,159.0,Distrito Federal,19.3038226746,-99.2213702202
apartment,113624.79,100.0,100.0,Distrito Federal,19.3906898041,-99.1795009375
house,210795.91,200.0,280.0,Distrito Federal,19.4612738,-99.1214045
apartment,287736.42,165.0,165.0,Distrito Federal,19.334220844,-99.2409738153
apartment,332003.56,300.0,300.0,Quintana Roo,21.1703857634,-86.8150269985
house,225000.0,100.0,100.0,Quintana Roo,21.1363237,-86.7681794
store,163328.09,135.0,469.0,Distrito Federal,19.4356338,-99.1495107
house,1500000.0,7500.0,600.0,Quintana Roo,21.082655,-86.857162
apartment,252955.09,0.0,118.0,Quintana Roo,21.129547,-86.817017
apartment,2950000.0,0.0,795.0,Distrito Federal,19.382275,-99.270241
house,3500000.0,900.0,1000.0,Quintana Roo,21.129547,-86.817017
apartment,1500000.0,316.0,316.0,Distrito Federal,19.3942860307,-99.264868657
house,384702.54,670.0,480.0,Quintana Roo,21.161908,-86.8515279
apartment,204472.03,100.0,100.0,Distrito Federal,19.400249,-99.177444
house,595000.0,324.0,341.0,Quintana Roo,20.8485049,-86.8767656
apartment,169000.0,100.0,109.0,Quintana Roo,20.2002453173,-87.4502599239
apartment,263432.41,110.0,110.0,Distrito Federal,19.3627249,-99.1755287
house,221335.7,235.0,200.0,Distrito Federal,19.301271,-99.139389
apartment,180000.0,118.0,118.0,Solidaridad,20.6360193359,-87.0716017485
house,284574.48,900.0,300.0,Distrito Federal,19.3605334,-99.2267067
apartment,416321.92,134.0,134.0,Distrito Federal,19.3648588111,-99.1634988785
apartment,50901.94,0.0,71.0,Distrito Federal,19.335419,-99.119331
apartment,100209.69,0.0,67.0,Distrito Federal,19.471135,-99.1595701
apartment,140470.72,82.0,79.0,Distrito Federal,19.3638234,-99.1444714
apartment,205526.01,0.0,88.0,Distrito Federal,19.384622452,-99.1519181058
house,225000.0,100.0,80.0,Quintana Roo,21.1363237,-86.7681794
apartment,465000.0,0.0,0.0,Quintana Roo,20.6356960162,-87.0614039898
apartment,150830.86,0.0,78.0,Distrito Federal,19.364891,-99.148384
house,226605.6,167.0,191.0,Distrito Federal,19.3018592404,-99.1369248927
apartment,310923.97,210.0,210.0,Quintana Roo,21.203037,-86.806343
apartment,179134.04,0.0,64.0,Distrito Federal,19.3862785,-99.24329
house,1500000.0,7500.0,675.0,Quintana Roo,21.158964,-86.845937
apartment,629415.51,148.0,148.0,Distrito Federal,19.4080873559,-99.1828288883
apartment,405782.13,0.0,0.0,Solidaridad,20.626583,-87.078659
apartment,534894.62,438.0,438.0,Distrito Federal,19.401079,-99.24807
apartment,262905.55,109.0,109.0,Distrito Federal,19.39365,-99.14769
house,421491.87,536.0,450.0,Quintana Roo,21.1070511,-86.8468159
house,395148.62,500.0,400.0,Distrito Federal,19.2931366,-99.1604902
house,2000000.0,0.0,300.0,Solidaridad,20.626583,-87.078659
apartment,35835.3,47.0,47.0,Distrito Federal,19.4306069,-99.0949899
apartment,64608.94,85.0,0.0,Distrito Federal,19.3932672,-99.1526149
store,50579.02,160.0,160.0,Quintana Roo,21.1805502434,-86.8347787857
house,144887.83,153.0,150.0,Distrito Federal,19.353086,-99.0982879
apartment,2475000.0,0.0,545.0,Quintana Roo,21.129547,-86.817017
apartment,147557.13,0.0,80.0,Distrito Federal,19.3499358,-99.2906864
house,1839194.33,1000.0,1000.0,Distrito Federal,19.3172544,-99.2037972
apartment,92367.6,64.0,64.0,Distrito Federal,19.3905245,-99.1797506
apartment,105318.9,0.0,64.0,Distrito Federal,19.3704998,-99.1393889
store,9485.81,216.0,0.0,Quintana Roo,21.180864,-86.85466
apartment,166528.77,144.0,0.0,Quintana Roo,21.129547,-86.817017
apartment,158000.0,0.0,75.0,Quintana Roo,20.6152723186,-87.0927214622
house,265090.0,0.0,0.0,Quintana Roo,20.63719,-87.089897
house,50064.02,160.0,156.0,Distrito Federal,19.3607916,-99.2366437
apartment,14609.57,15.0,44.0,Distrito Federal,19.342083,-99.0532159
house,650000.0,620.0,450.0,Quintana Roo,21.1067068288,-86.8398427963
house,92750.2,184.0,160.0,Quintana Roo,21.1325605,-86.8590473
house,553339.27,1700.0,479.0,Distrito Federal,19.2729101995,-99.1381273264
house,600000.0,867.0,580.0,Quintana Roo,21.0596353,-86.8501102
apartment,128892.1,0.0,64.0,Distrito Federal,19.3733676,-99.1337252
apartment,71407.11,0.0,79.0,Quintana Roo,21.1521234608,-86.8521635234
apartment,105397.95,67.0,63.0,Distrito Federal,19.4512044,-99.1536306
apartment,39524.23,60.0,60.0,Quintana Roo,21.129547,-86.817017
apartment,460000.0,139.0,105.0,Quintana Roo,20.6334382037,-87.067412138
house,850000.0,400.0,0.0,Quintana Roo,21.1902642,-86.8198375
house,300749.0,903.0,154.0,Quintana Roo,20.9134618316,-86.8745183945
apartment,185000.0,122.0,122.0,Solidaridad,20.635482,-87.070345
apartment,289844.37,94.0,94.0,Distrito Federal,19.4380266,-99.1885632
apartment,39524.23,50.0,50.0,Distrito Federal,19.452503,-99.120018
apartment,268764.78,135.0,135.0,Distrito Federal,19.394073,-99.153915
apartment,775000.0,0.0,275.0,Quintana Roo,21.129547,-86.817017
apartment,379342.68,273.0,273.0,Distrito Federal,19.3066442,-99.210077
house,167055.76,198.0,0.0,Distrito Federal,19.2918435932,-99.1124403477
apartment,168636.73,0.0,78.0,Distrito Federal,19.3539321,-99.291726
house,36880.53,140.0,140.0,Quintana Roo,21.1349669,-86.8684529
house,287209.43,177.0,391.0,Distrito Federal,19.3178194,-99.1324714
apartment,680000.0,0.0,410.0,Distrito Federal,19.390415,-99.254997
house,480000.0,451.0,245.0,Quintana Roo,20.613375,-87.089897
apartment,63223.78,88.0,88.0,Distrito Federal,19.516777,-99.160149
apartment,200682.34,0.0,171.0,Quintana Roo,21.1105772788,-86.8537859927
apartment,205793.4,126.0,178.0,Benito Juárez,21.0498059839,-86.8535878365
apartment,430000.0,136.0,136.0,Distrito Federal,19.420166,-99.220367
house,99601.06,164.0,193.0,Distrito Federal,19.3448820869,-99.1282439232
house,1370173.43,1400.0,1500.0,Distrito Federal,19.2929574924,-99.1691724211
house,895670.22,762.0,601.0,Quintana Roo,21.082655,-86.857162
apartment,163328.09,122.0,122.0,Quintana Roo,21.1628094701,-86.8520133197
apartment,39325.29,44.0,44.0,Solidaridad,20.626583,-87.078659
house,187871.85,180.0,310.0,Distrito Federal,19.364601,-99.124863
house,255590.04,988.0,526.0,Quintana Roo,21.1167011577,-86.8499898183
house,41626.27,63.0,63.0,Distrito Federal,19.285929,-99.180908
